date,sample_ID,pH,pH_insitu
2025-06-22,20250622_sb_p23_t3,8.039293574946525,8.058732313687479
2025-06-22,20250622_sb_p24_t3,7.6044901562204,7.622471923531618
2025-06-22,20250622_sb_p25_t3,8.125143344132878,8.15667219322256
2025-06-22,20250622_sb_p26_t3,7.728729710414215,7.758101133125283
2025-06-22,20250622_sb_p27_t3,7.953370664771022,7.982145683849678
2025-06-22,20250622_sb_p28_t3,7.663716484080067,7.690005265287044
2025-06-22,20250622_sb_p29_t3,7.838580864652051,7.865584791152752
2025-06-22,20250622_sb_p30_t3,8.221242234152392,8.254507532636188
2025-06-22,20250622_sb_ocn_t3,7.845001220049495,7.853026552166512
2025-07-20,20250720_kb_p15_t1,7.908062442363331,7.91568504697142
2025-07-20,20250720_kb_p13_t1,7.816109521393278,7.821931878945922
2025-07-20,20250720_kb_p14_t1,7.672833469647749,7.675936276149197
2025-07-20,20250720_kb_p12_t1,7.670341385954387,7.677743612554734
2025-07-20,20250720_kb_p10_t1,7.702901614839622,7.705237804916551
2025-07-20,20250720_kb_p9_t1,7.709811295998678,7.713578557562684
2025-07-20,20250720_kb_p8_t1,7.707378916015694,7.714028904502037
2025-07-20,20250720_kb_p7_t1,7.832659043395549,7.842186057285264
2025-07-20,20250720_kb_p6_t1,8.043012141621178,8.048228560711122
2025-07-20,20250720_kb_p5_t1,7.825127633227883,7.830369286786535
2025-07-20,20250720_kb_p4_t1,7.707921880362488,7.712165973475582
2025-07-20,20250720_kb_ocn_t1,7.876797729090634,7.86865492560758
2025-07-20,20250720_kb_p3_t1,8.293633133894438,8.293870423917145
2025-07-20,20250720_kb_p2_t1,8.137248425158818,8.137890980504734
2025-07-20,20250720_kb_p1_t1,8.41218251063045,8.413485862421021
2025-07-20,20250720_kb_p11_t1,7.611794254883303,7.607045564148362
2025-07-20,20250720_kb_p15_t3,7.884366299178803,7.884654169838933
2025-07-20,20250720_kb_p13_t3,7.734546217552391,7.73499656586616
2025-07-20,20250720_kb_p14_t3,7.405302393452312,7.401887420505385
2025-07-20,20250720_kb_p12_t3,7.54450265532661,7.544276595795171
2025-07-20,20250720_kb_p9_t3,7.524146521551258,7.522937559314866
2025-07-20,20250720_kb_p8_t3,7.584423098479074,7.584300699569415
2025-07-20,20250720_kb_p7_t3,7.789863189680346,7.791077329439939
2025-07-20,20250720_kb_p6_t3,8.09961577349855,8.099897274587146
2025-07-20,20250720_kb_p5_t3,7.77720870730807,7.77831468816445
2025-07-20,20250720_kb_p4_t3,7.589306634273084,7.589934299189307
2025-07-20,20250720_kb_ocn_t3,7.8230753246647495,7.811822406407396
2025-07-20,20250720_kb_p3_t3,8.361585652035952,8.361807854867555
2025-07-20,20250720_kb_p2_t3,8.178548145551286,8.180137503744342
2025-07-20,20250720_kb_p1_t3,8.49804659884015,8.499321160725842
2025-07-20,20250720_kb_p10_t3,7.491855850374736,7.491159243854972
2025-07-20,20250720_kb_p11_t3,7.456807131734389,7.4564282251117335
2025-07-26,20250726_kb_p7_t1,7.798653635478809,7.806193018585512
2025-07-26,20250726_kb_p6_t1,8.320651074754702,8.327152014263591
2025-07-26,20250726_kb_p5_t1,7.790934817206557,7.798644660973022
2025-07-26,20250726_kb_p4_t1,7.652797659627011,7.65903186220064
2025-07-26,20250726_kb_ocn_t1,7.790997006996757,7.781209236985272
2025-07-26,20250726_kb_p3_t1,8.49781781356747,8.504765291231678
2025-07-26,20250726_kb_p2_t1,8.362810888120173,8.373269949511968
2025-07-26,20250726_kb_p1_t1,8.608158174164664,8.617208597783897
2025-07-26,20250726_kb_p8_t1,7.714000055494806,7.7282902769024835
2025-07-26,20250726_kb_p9_t1,7.6491407248802865,7.65808497095048
2025-07-26,20250726_kb_p10_t1,7.618273318879044,7.623435811526272
2025-07-26,20250726_kb_p11_t1,7.612686794590284,7.621856016334634
2025-07-26,20250726_kb_p12_t1,7.6842974427484085,7.697899864043597
2025-07-26,20250726_kb_p14_t1,7.558245902781682,7.567967037768548
2025-07-26,20250726_kb_p13_t1,7.776233514834344,7.79116513919762
2025-07-26,20250726_kb_p15_t1,8.10884064843508,8.130937970798225
2025-07-26,20250726_kb_p7_t2,7.99576953575235,8.015462403814615
2025-07-26,20250726_kb_p6_t2,8.359530665964009,8.375700393380376
2025-07-26,20250726_kb_p5_t2,8.000872960050728,8.016487111325196
2025-07-26,20250726_kb_p4_t2,7.9068760053166915,7.921582453004036
2025-07-26,20250726_kb_ocn_t2,8.018206376731635,8.022418214233669
2025-07-26,20250726_kb_p3_t2,8.521275438391056,8.543415257808318
2025-07-26,20250726_kb_p2_t2,8.418609197326164,8.439922046602744
2025-07-26,20250726_kb_p1_t2,8.641673771051149,8.662819923818732
2025-07-26,20250726_kb_p8_t2,8.028755040645741,8.053752937684179
2025-07-26,20250726_kb_p9_t2,7.964058234527197,7.985117175072171
2025-07-26,20250726_kb_p10_t2,7.8098119253731255,7.829151803375108
2025-07-26,20250726_kb_p11_t2,7.819044170734619,7.83696803464292
2025-07-26,20250726_kb_p12_t2,8.391346080081334,8.40234869022037
2025-07-26,20250726_kb_p14_t2,7.853923529333365,7.873157361354703
2025-07-26,20250726_kb_p13_t2,7.945596031773367,7.967573999797608
2025-07-26,20250726_kb_p15_t2,8.167978919925268,8.19658921668683
2025-07-26,20250726_kb_p7_t3,8.381139373365581,8.389366579404658
2025-07-26,20250726_kb_p6_t3,8.476853341262084,8.488014120101505
2025-07-26,20250726_kb_p5_t3,8.40469539964864,8.419834012121163
2025-07-26,20250726_kb_p4_t3,8.316755285889283,8.32996507170742
2025-07-26,20250726_kb_ocn_t3,8.09486697057543,8.112481433662564
2025-07-26,20250726_kb_p3_t3,8.59830008606036,8.620943860358514
2025-07-26,20250726_kb_p2_t3,8.528592253392016,8.542483104468202
2025-07-26,20250726_kb_p1_t3,8.734012454196765,8.743648356596658
2025-07-26,20250726_kb_p8_t3,8.379207678355169,8.382271157143773
2025-07-26,20250726_kb_p9_t3,8.335906199250651,8.344111924010639
2025-07-26,20250726_kb_p10_t3,8.144884043011203,8.139590784606458
2025-07-26,20250726_kb_p11_t3,8.17347817819687,8.165294092418678
2025-07-26,20250726_kb_p12_t3,8.84595383698148,8.819260361370699
2025-07-26,20250726_kb_p14_t3,8.23921916712791,8.234228138921404
2025-07-26,20250726_kb_p13_t3,8.264005672835333,8.256968127931263
2025-07-26,20250726_kb_p15_t3,8.393617012693598,8.391738558391932
2025-11-05,20251105_sb_p28_t1,8.260799806182696,8.26279902706849
2025-11-05,20251105_sb_p29_t1,8.628822237690873,8.630168346697124
2025-11-05,20251105_sb_p26_t1,8.339552831602559,8.342374973559377
2025-11-05,20251105_sb_p25_t1,8.764696398822881,8.762809719390622
2025-11-05,20251105_sb_p24_t1,8.09722863262484,8.10629302060074
2025-11-05,20251105_sb_p23_t1,8.692842782298737,8.689691711352259
2025-11-05,20251105_sb_p32_t1,8.440630560199134,8.44531154953318
2025-11-05,20251105_sb_p22_t1,8.852916854246402,8.855060880163652
2025-11-05,20251105_sb_p21_t1,8.880452613040553,8.886829692350759
2025-11-05,20251105_sb_p31_t1,8.610164657327282,8.618535271667746
2025-11-05,20251105_sb_p20_t1,8.357052884000714,8.357699265221147
2025-11-05,20251105_sb_ocn_t1,8.04673088805574,8.041177066560333
2025-11-05,20251105_sb_p19_t1,8.748469292879674,8.754066107283645
2025-11-05,20251105_sb_p18_t1,8.507947722008918,8.516279805865642
2025-11-05,20251105_sb_p17_t1,9.254476082673726,9.252409978037466
2025-11-05,20251105_sb_p16_t1,8.182249830229493,8.195659421552898
2025-11-05,20251105_sb_p29_t2,8.512198271734533,8.514021300260689
2025-11-05,20251105_sb_p26_t2,8.247538131639908,8.250859936060772
2025-11-05,20251105_sb_p28_t2,8.2029742064473,8.209606327295061
2025-11-05,20251105_sb_p25_t2,8.685332973748542,8.687271916927386
2025-11-05,20251105_sb_p24_t2,8.00299355355026,8.013722198325441
2025-11-05,20251105_sb_p23_t2,8.6405077606121,8.642905321016835
2025-11-05,20251105_sb_p22_t2,8.801014084412119,8.803433803206135
2025-11-05,20251105_sb_p32_t2,8.388953258231146,8.39262258817946
2025-11-05,20251105_sb_p21_t2,8.822835005828136,8.831042693302557
2025-11-05,20251105_sb_p31_t2,8.568479872766126,8.579507177838995
2025-11-05,20251105_sb_p20_t2,8.265711680572656,8.26961433934102
2025-11-05,20251105_sb_ocn_t2,8.000439765564241,7.994669643858096
2025-11-05,20251105_sb_p19_t2,8.703183660407092,8.712840565167753
2025-11-05,20251105_sb_p18_t2,8.413418294369494,8.423190511702655
2025-11-05,20251105_sb_p17_t2,9.125471059975384,9.129991745748342
2025-11-05,20251105_sb_p16_t2,8.03680337238196,8.048531439627938
2025-11-05,20251105_sb_p29_t3,8.416342090842651,8.421680610279788
2025-11-05,20251105_sb_p26_t3,8.130979850415175,8.140707668919067
2025-11-05,20251105_sb_p28_t3,8.10966128046817,8.123690693382176
2025-11-05,20251105_sb_p25_t3,8.608092234185733,8.613959469760662
2025-11-05,20251105_sb_p24_t3,7.900066430512841,7.913957988409111
2025-11-05,20251105_sb_p23_t3,8.577262930335296,8.583408073008652
2025-11-05,20251105_sb_p22_t3,8.741164601417362,8.751499425316082
2025-11-05,20251105_sb_p32_t3,8.311253059672385,8.318370292538068
2025-11-05,20251105_sb_p21_t3,8.747007047708781,8.758370488211247
2025-11-05,20251105_sb_p31_t3,8.51087511803853,8.525953220822737
2025-11-05,20251105_sb_p20_t3,8.174101512083482,8.179395919914324
2025-11-05,20251105_sb_ocn_t3,7.987252506307712,7.9827033510200796
2025-11-05,20251105_sb_p19_t3,8.67672103173645,8.691715381165142
2025-11-05,20251105_sb_p18_t3,8.336593833457007,8.353543749639007
2025-11-05,20251105_sb_p17_t3,9.045714640145851,9.058969601621287
2025-11-05,20251105_sb_p16_t3,7.954892481252481,7.972401758159084
2026-02-22,20260222_sb_p16_t1,8.577428715931637,8.591092628935536
2026-02-22,20260222_sb_p17_t1,8.633626490019797,8.671342802088613
2026-02-22,20260222_sb_p18_t1,8.320247358130366,8.340932688011703
2026-02-22,20260222_sb_p19_t1,8.317760840088107,8.338873236667924
2026-02-22,20260222_sb_p20_t1,8.26891887156758,8.303721483894188
2026-02-22,20260222_sb_ocn_t1,8.158375888322935,8.18911542759695
2026-02-22,20260222_sb_p31_t1,7.9706159891329404,8.000968719967823
2026-02-22,20260222_sb_p21_t1,8.203885374263718,8.236269291812189
2026-02-22,20260222_sb_p22_t1,8.302345678925931,8.329294515294793
2026-02-22,20260222_sb_p32_t1,8.239401452367211,8.2829812171528
2026-02-22,20260222_sb_p23_t1,8.2340157666021,8.268583796990724
2026-02-22,20260222_sb_p25_t1,8.264661587638075,8.291873996821849
2026-02-22,20260222_sb_p26_t1,8.256718519905009,8.29922960378946
2026-02-22,20260222_sb_p29_t1,8.289194412338937,8.32276021475692
2026-02-22,20260222_sb_p28_t1,8.289417550817149,8.324309119533783
2026-02-22,20260222_sb_p16_t2,8.283914833557567,8.309383246781596
2026-02-22,20260222_sb_p17_t2,9.08583238759725,9.101562689138824
2026-02-22,20260222_sb_p18_t2,8.527285485854764,8.541615142970594
2026-02-22,20260222_sb_p19_t2,8.557156978324741,8.56330510690847
2026-02-22,20260222_sb_p20_t2,8.441743744104617,8.465034369325126
2026-02-22,20260222_sb_ocn_t2,8.152112277342743,8.17928269534403
2026-02-22,20260222_sb_p31_t2,8.17088703944822,8.16880798044454
2026-02-22,20260222_sb_p21_t2,8.428174416725717,8.420933287002493
2026-02-22,20260222_sb_p22_t2,8.533051880213383,8.522056753755624
2026-02-22,20260222_sb_p32_t2,8.405758989570039,8.408341048254398
2026-02-22,20260222_sb_p23_t2,8.436370830059932,8.415205599577204
2026-02-22,20260222_sb_p25_t2,8.464127274436107,8.438107984026082
2026-02-22,20260222_sb_p26_t2,8.439260905802465,8.423198952332614
2026-02-22,20260222_sb_p29_t2,8.537690039508501,8.521555828185397
2026-02-22,20260222_sb_p28_t2,8.466132715306564,8.44041263226116
2026-02-22,20260222_sb_p16_t3,8.81070093175406,8.809353387138549
2026-02-22,20260222_sb_p17_t3,9.432463506789336,9.428194997763141
2026-02-22,20260222_sb_p18_t3,8.681257708719139,8.669509029385607
2026-02-22,20260222_sb_p19_t3,8.751625845539028,8.725339463574466
2026-02-22,20260222_sb_p20_t3,8.558628398875202,8.549110445165946
2026-02-22,20260222_sb_ocn_t3,8.155100059761903,8.163465383983647
2026-02-22,20260222_sb_p31_t3,8.345429152133974,8.312656820174379
2026-02-22,20260222_sb_p21_t3,8.629707106183362,8.592307354842609
2026-02-22,20260222_sb_p22_t3,8.744151861247362,8.704102907981458
2026-02-22,20260222_sb_p32_t3,8.546599834899341,8.530214028265682
2026-02-22,20260222_sb_p23_t3,8.578858876736241,8.540057840054255
2026-02-22,20260222_sb_p25_t3,8.622594135915774,8.577845738646461
2026-02-22,20260222_sb_p26_t3,8.536756997671072,8.501783505541571
2026-02-22,20260222_sb_p29_t3,8.675369745252794,8.630942567804508
2026-02-22,20260222_sb_p28_t3,8.54075684821252,8.493656380029405
2026-02-28,20260228_kb_p1_t1,9.011373539273238,9.01594639704185
2026-02-28,20260228_kb_p2_t1,8.952509479367365,8.954509571698251
2026-02-28,20260228_kb_p3_t1,8.734308433040347,8.736367869541475
2026-02-28,20260228_kb_ocn_t1,8.306415568486198,8.31416128876759
2026-02-28,20260228_kb_p4_t1,8.677211094135746,8.681029601672096
2026-02-28,20260228_kb_p5_t1,8.666285424367373,8.663875345075889
2026-02-28,20260228_kb_p6_t1,8.996394868032818,8.993619682683702
2026-02-28,20260228_kb_p7_t1,8.95287818139818,8.964698499998697
2026-02-28,20260228_kb_p8_t1,8.744000116290174,8.754159907635232
2026-02-28,20260228_kb_p9_t1,8.564161414153437,8.569431915441372
2026-02-28,20260228_kb_p10_t1,8.470765862774453,8.47271195570889
2026-02-28,20260228_kb_p11_t1,8.493828772944651,8.494731189474582
2026-02-28,20260228_kb_p12_t1,8.830302800137282,8.819837022497822
2026-02-28,20260228_kb_p14_t1,8.547820188119305,8.528970610175248
2026-02-28,20260228_kb_p13_t1,8.804245957533091,8.793357229475264
2026-02-28,20260228_kb_p15_t1,9.072678919614091,9.0609059622114
2026-02-28,20260228_kb_p1_t2,9.122667439124172,9.113457662997623
2026-02-28,20260228_kb_p2_t2,9.089050848838978,9.073715102098035
2026-02-28,20260228_kb_p3_t2,8.824421432563243,8.805736267801816
2026-02-28,20260228_kb_ocn_t2,8.212602442548176,8.201585514269235
2026-02-28,20260228_kb_p4_t2,8.869956711709508,8.849017485701065
2026-02-28,20260228_kb_p5_t2,8.906771855318134,8.887198458532108
2026-02-28,20260228_kb_p6_t2,9.123921877631599,9.097835102098239
2026-02-28,20260228_kb_p7_t2,9.133881880481901,9.113916641954255
2026-02-28,20260228_kb_p8_t2,8.949875190875378,8.925073590697526
2026-02-28,20260228_kb_p9_t2,8.7541351669361,8.727346084077764
2026-02-28,20260228_kb_p10_t2,8.608764843849787,8.580629363148962
2026-02-28,20260228_kb_p11_t2,8.622362203244876,8.596094863411325
2026-02-28,20260228_kb_p12_t2,9.010408056560541,8.983420995584625
2026-02-28,20260228_kb_p14_t2,8.64744402215997,8.614690148839063
2026-02-28,20260228_kb_p13_t2,8.93857787694901,8.916560467430754
2026-02-28,20260228_kb_p15_t2,9.195025661567438,9.16955963691074
2026-02-28,20260228_kb_p1_t3,9.124155276730392,9.11754577745213
2026-02-28,20260228_kb_p2_t3,9.076246364384833,9.063319046217439
2026-02-28,20260228_kb_p3_t3,8.84236529168923,8.827960747250389
2026-02-28,20260228_kb_ocn_t3,8.134512743450156,8.119924506987786
2026-02-28,20260228_kb_p4_t3,8.792930856844738,8.778290185496674
2026-02-28,20260228_kb_p5_t3,8.814612184974093,8.805832450526866
2026-02-28,20260228_kb_p6_t3,9.030929036704256,9.014496193415347
2026-02-28,20260228_kb_p7_t3,8.986893490748429,8.979373864546357
2026-02-28,20260228_kb_p8_t3,8.780892508745001,8.769477991347529
2026-02-28,20260228_kb_p9_t3,8.587543128075179,8.574063154684747
2026-02-28,20260228_kb_p10_t3,8.454669997294104,8.436627465703832
2026-02-28,20260228_kb_p11_t3,8.414540706939174,8.401528988173746
2026-02-28,20260228_kb_p12_t3,8.514376516822482,8.51080695578161
2026-02-28,20260228_kb_p14_t3,8.429766954117621,8.413043648399444
2026-02-28,20260228_kb_p13_t3,8.825691998363867,8.818646910707981
2026-02-28,20260228_kb_p15_t3,9.025166138607267,9.015116614833572
