dye_volume_ml,water_volume_l,replicate,technical_triplicate,measured_absorbance,blank_average,calculated_absorbance
15,170,3,3,0.104,0.031375,0.1252155172
15,180,1,1,0.0986,0.031375,0.1159051724
15,180,1,2,0.0992,0.031375,0.1169396552
15,180,1,3,0.1012,0.031375,0.120387931
15,180,2,1,0.104,0.031375,0.1252155172
15,180,2,2,0.0971,0.031375,0.1133189655
15,180,2,3,0.1091,0.031375,0.1340086207
15,180,3,1,0.1033,0.031375,0.1240086207
15,180,3,2,0.1057,0.031375,0.1281465517
15,180,3,3,0.1077,0.031375,0.1315948276
15,200,1,1,0.0922,0.031375,0.1048706897
15,200,1,2,0.0925,0.031375,0.105387931
15,200,1,3,0.0928,0.031375,0.1059051724
15,200,2,1,0.0943,0.031375,0.1084913793
15,200,2,2,0.0916,0.031375,0.1038362069
15,200,2,3,0.0905,0.031375,0.1019396552
15,200,3,1,0.091,0.031375,0.1028017241
15,200,3,2,0.0958,0.031375,0.1110775862
15,200,3,3,0.0917,0.031375,0.1040086207
